date_GMT,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,home_goal_0_9,home_goal_10_19,home_goal_20_29,home_goal_30_39,home_goal_40_49,home_goal_50_59,home_goal_60_69,home_goal_70_79,home_goal_80_89,home_goal_90_99,home_goal_100_plus,away_goal_0_9,away_goal_10_19,away_goal_20_29,away_goal_30_39,away_goal_40_49,away_goal_50_59,away_goal_60_69,away_goal_70_79,away_goal_80_89,away_goal_90_99,away_goal_100_plus,home_result,away_result
Aug 19 2017 - 2:00pm,AFC Bournemouth,Watford,0.0,0.0,1.37,0.74,0,2,2,0,0,0,8,5,1,0,3,0,0,1,1,2,4,15,3,8,1,7,6,14,55,45,0.0,0.0,1.0,2.03,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.98,3.66,4.13,1.25,1.8,2.7,4.75,1.67,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,lose,win
Aug 19 2017 - 2:00pm,Burnley,West Bromwich Albion,0.0,0.0,1.37,0.68,0,1,1,0,0,0,5,5,1,0,0,1,0,1,0,1,16,7,0,2,16,5,11,11,67,33,0.0,0.0,1.56,0.94,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.48,3.16,3.33,1.48,2.45,4.25,9.0,2.0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,lose,win
Aug 19 2017 - 2:00pm,Leicester City,Brighton & Hove Albion,0.0,0.0,1.42,0.58,2,0,2,1,1,0,6,2,1,0,0,0,0,1,0,0,9,3,5,3,4,0,8,10,45,55,0.0,0.0,1.49,0.85,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.83,3.71,4.87,1.35,2.1,3.55,5.75,1.91,1.83,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 19 2017 - 2:00pm,Liverpool,Crystal Palace,0.0,0.0,2.26,0.95,1,0,1,0,0,0,4,2,1,0,3,0,0,1,1,2,19,4,14,2,5,2,12,13,72,28,0.0,0.0,2.81,0.62,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.41,5.17,8.55,1.15,1.55,2.2,3.55,1.72,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 19 2017 - 2:00pm,Southampton,West Ham United,1.0,0.0,1.0,0.79,3,2,5,3,2,1,7,2,1,0,1,1,1,0,1,1,12,15,6,9,6,6,18,10,66,34,2.15,1.04,1.85,2.02,2.0,0,50,50,50,0,0,50,50,50,14.0,4.0,1.7,3.93,5.6,1.3,1.89,3.3,6.8,1.72,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,win,lose
Aug 19 2017 - 4:30pm,Stoke City,Arsenal,0.0,0.0,1.05,0.84,1,0,1,0,0,0,2,9,0,0,0,0,0,0,0,0,10,13,5,7,5,6,6,11,22,78,0.0,0.0,1.19,1.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.94,3.99,1.76,1.22,1.75,2.55,4.25,1.62,2.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 20 2017 - 12:30pm,Huddersfield Town,Newcastle United,0.0,0.0,1.21,0.84,1,0,1,0,0,0,7,3,3,0,4,0,0,3,1,3,7,9,4,6,3,3,13,10,52,48,0.0,0.0,1.03,1.38,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.41,3.3,3.31,1.38,2.15,3.55,6.5,1.83,1.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 20 2017 - 3:00pm,Tottenham Hotspur,Chelsea,0.0,0.0,2.26,1.74,1,2,3,1,0,1,14,3,4,0,3,0,1,3,2,1,13,7,7,3,6,4,14,21,67,33,0.0,0.0,2.06,0.91,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.04,3.62,3.94,1.36,2.12,3.85,8.6,1.72,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,lose,win
Aug 21 2017 - 7:00pm,Manchester City,Everton,0.0,0.0,2.63,0.79,1,1,2,1,0,1,7,1,2,1,3,1,2,1,2,2,16,8,7,3,9,5,7,9,65,35,0.0,0.0,2.01,1.03,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.33,5.66,9.99,1.14,1.55,2.66,4.4,1.91,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,draw,draw
Aug 26 2017 - 11:30am,AFC Bournemouth,Manchester City,0.0,3.0,1.37,2.63,1,2,3,2,1,1,2,5,5,0,5,1,1,4,0,6,7,16,4,9,3,7,13,14,29,71,1.0,1.61,0.91,2.23,2.0,0,100,0,0,0,0,0,100,100,18.0,3.0,9.99,6.08,1.28,1.09,1.39,2.15,3.46,1.81,1.98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,lose,win
Aug 26 2017 - 2:00pm,Crystal Palace,Swansea City,0.0,1.0,1.37,0.63,0,2,2,1,0,1,1,1,4,0,1,0,1,3,0,1,16,6,4,4,12,2,9,6,53,47,1.7,0.49,1.7,0.97,1.5,0,50,50,0,0,50,50,0,50,12.0,2.0,1.94,3.55,4.48,1.43,2.3,4.4,9.8,1.91,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lose,win
Aug 26 2017 - 2:00pm,Huddersfield Town,Southampton,3.0,0.0,1.21,0.89,0,0,0,0,0,0,5,4,0,0,1,0,0,0,1,0,11,7,7,4,4,3,10,10,44,56,1.03,0.0,1.9,1.15,0.5,0,0,0,0,0,0,0,0,50,7.0,3.0,3.79,3.38,2.17,1.42,2.26,4.3,10.0,2.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Aug 26 2017 - 2:00pm,Newcastle United,West Ham United,0.0,0.0,1.47,0.79,3,0,3,1,1,0,7,5,1,0,3,0,0,1,1,2,15,9,9,4,6,5,17,11,37,63,1.06,1.53,1.98,1.1,3.25,25,100,50,50,25,25,50,100,100,6.5,5.5,2.34,3.49,3.26,1.34,2.06,3.7,7.8,1.73,2.1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 26 2017 - 2:00pm,Watford,Brighton & Hove Albion,1.0,0.0,1.42,0.58,0,0,0,0,0,0,3,11,0,1,1,0,1,0,1,0,6,11,0,3,6,8,7,18,42,58,1.31,0.85,0.84,1.46,4.0,50,100,50,50,50,50,100,50,100,5.0,0.0,2.01,3.5,4.2,1.45,2.38,4.5,11.5,2.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Aug 26 2017 - 4:30pm,Manchester United,Leicester City,3.0,0.0,2.47,1.05,2,0,2,0,0,0,9,3,1,0,2,0,0,1,0,2,15,10,8,5,7,5,8,7,69,31,1.93,1.17,2.15,1.23,5.5,50,100,100,100,50,50,100,100,100,15.0,3.0,1.29,5.95,9.99,1.21,1.67,2.64,4.9,2.0,1.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 27 2017 - 12:30pm,Chelsea,Everton,0.0,1.0,1.95,0.79,2,0,2,2,2,0,6,3,2,0,2,0,0,2,1,1,12,6,8,0,4,6,12,7,56,44,1.76,1.03,2.01,0.89,3.5,100,100,50,50,50,50,100,50,100,9.0,11.0,1.46,4.75,7.98,1.29,1.9,3.3,6.8,1.98,1.82,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 27 2017 - 12:30pm,West Bromwich Albion,Stoke City,3.0,0.0,0.95,0.68,1,1,2,0,0,0,10,4,2,0,2,0,0,2,1,1,11,12,3,3,8,9,10,9,42,58,1.99,1.11,1.29,1.35,1.0,0,0,0,0,0,0,100,0,0,15.0,4.0,2.52,3.15,3.28,1.46,2.38,4.9,12.0,1.91,1.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,draw,draw
Aug 27 2017 - 3:00pm,Liverpool,Arsenal,3.0,0.0,2.26,0.84,4,0,4,2,2,0,4,3,2,0,4,0,2,0,2,2,16,7,11,0,5,7,6,9,48,52,2.81,1.9,2.23,0.72,1.0,0,0,0,0,0,0,0,0,100,13.0,1.0,2.18,3.69,3.46,1.19,1.58,2.42,4.5,1.5,2.63,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 27 2017 - 3:00pm,Tottenham Hotspur,Burnley,0.0,3.0,2.26,1.47,1,1,2,0,0,0,10,7,0,0,0,0,0,0,0,0,12,12,6,4,6,8,9,9,67,33,2.06,1.34,1.99,1.54,4.0,100,100,100,50,50,50,100,100,100,19.0,7.0,1.27,6.14,9.99,1.19,1.6,2.5,4.7,2.2,1.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,draw,draw
Sep 09 2017 - 11:30am,Manchester City,Liverpool,1.0,1.0,2.63,1.68,5,0,5,2,2,0,8,3,2,0,2,1,2,0,2,1,14,6,11,4,3,2,10,9,66,34,2.01,1.73,2.16,0.97,4.0,100,100,50,50,50,50,100,50,100,10.0,6.0,1.96,3.86,3.99,1.14,1.53,2.53,4.2,1.53,2.65,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 09 2017 - 2:00pm,Arsenal,AFC Bournemouth,3.0,0.0,2.47,0.95,3,0,3,2,2,0,10,3,0,0,1,0,0,0,0,1,14,8,10,3,4,5,14,10,58,42,2.69,1.07,2.03,0.93,4.0,50,50,50,50,50,50,100,50,50,11.0,1.0,1.37,5.56,9.03,1.07,1.31,2.61,3.0,1.62,2.39,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 09 2017 - 2:00pm,Brighton & Hove Albion,West Bromwich Albion,0.0,3.0,1.53,0.68,3,1,4,1,1,0,2,6,2,0,0,0,0,2,0,0,10,10,7,4,3,6,9,4,48,52,0.75,0.94,0.0,0.0,1.5,0,50,0,0,0,0,0,50,100,8.0,2.0,2.65,3.09,3.13,1.47,2.52,5.3,10.5,2.18,1.73,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,win,lose
Sep 09 2017 - 2:00pm,Everton,Tottenham Hotspur,3.0,3.0,1.79,1.79,0,3,3,2,0,2,7,3,3,0,1,0,1,2,1,0,7,13,2,7,5,6,14,14,50,50,1.28,2.0,0.9,1.69,1.5,0,50,0,0,0,0,50,50,50,13.0,3.0,3.71,3.48,2.16,1.3,2.02,3.6,6.9,1.79,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,lose,win
Sep 09 2017 - 2:00pm,Leicester City,Chelsea,3.0,3.0,1.42,1.74,1,2,3,1,0,1,2,9,1,0,0,0,0,1,0,0,6,12,3,7,3,5,11,8,40,60,1.49,0.91,1.02,1.71,2.5,50,100,50,0,0,0,100,50,100,9.0,4.0,4.71,3.79,1.84,1.22,1.87,3.0,5.3,1.8,2.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,lose,win
Sep 09 2017 - 2:00pm,Southampton,Watford,2.0,3.0,1.0,0.74,0,2,2,1,0,1,7,4,0,0,0,0,0,0,0,0,5,9,2,4,3,5,8,11,52,48,2.0,2.03,0.96,1.15,2.25,25,75,25,25,25,25,25,75,75,15.0,4.5,1.65,3.94,6.18,1.28,2.06,3.52,6.5,1.97,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,lose,win
Sep 09 2017 - 4:30pm,Stoke City,Manchester United,3.0,3.0,1.05,1.79,2,2,4,2,1,1,5,11,0,0,0,0,0,0,0,0,10,14,6,9,4,5,10,10,36,64,1.19,2.01,1.34,2.07,2.5,0,50,50,50,0,0,50,50,100,7.0,1.0,7.8,4.4,1.51,1.24,1.81,3.2,6.0,2.04,1.83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,draw,draw
Sep 10 2017 - 12:30pm,Burnley,Crystal Palace,0.0,0.0,1.37,0.95,1,0,1,1,1,0,3,13,1,0,1,0,1,0,0,1,5,11,3,5,2,6,7,14,35,65,1.56,0.62,0.81,1.61,1.0,0,0,0,0,0,0,0,0,100,7.0,4.0,2.45,3.2,3.33,1.39,2.4,4.4,8.5,2.03,1.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 10 2017 - 3:00pm,Swansea City,Newcastle United,0.0,0.0,1.11,0.84,0,1,1,0,0,0,7,5,2,0,3,0,0,2,1,2,10,12,5,9,5,3,11,15,61,39,0.68,1.38,1.63,1.85,2.5,0,50,50,50,0,0,50,50,100,6.0,5.0,2.35,3.34,3.39,1.38,2.15,3.55,6.5,1.97,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,lose,win
Sep 11 2017 - 7:00pm,West Ham United,Huddersfield Town,0.0,3.0,1.42,0.74,2,0,2,0,0,0,10,3,1,0,2,0,0,1,2,0,14,4,4,3,10,1,11,14,43,57,0.0,1.62,1.62,0.74,1.5,0,50,50,0,0,50,50,0,50,9.0,3.0,1.86,3.63,4.81,1.22,1.88,3.2,6.5,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 15 2017 - 7:00pm,AFC Bournemouth,Brighton & Hove Albion,0.0,0.5,1.37,0.58,2,1,3,0,0,0,6,4,0,0,0,0,0,0,0,0,9,8,4,3,5,5,5,12,62,38,0.95,1.16,1.51,0.71,1.75,25,75,25,0,0,25,50,25,75,11.5,3.5,2.1,3.42,3.81,1.38,2.12,3.92,8.0,1.84,1.97,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,win,lose
Sep 16 2017 - 11:30am,Crystal Palace,Southampton,0.0,1.0,1.37,0.89,0,1,1,1,0,1,5,5,5,0,1,0,1,4,0,1,13,9,4,5,9,4,14,13,45,55,1.7,1.15,1.43,1.32,1.25,0,50,25,0,0,25,50,0,50,10.5,3.5,3.35,3.37,2.3,1.43,2.25,4.47,9.0,2.01,1.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,lose,win
Sep 16 2017 - 2:00pm,Huddersfield Town,Leicester City,2.0,0.0,1.21,1.05,1,1,2,0,0,0,8,4,1,0,1,0,1,0,0,1,10,6,4,2,6,4,6,6,59,41,1.47,1.2,1.55,0.99,2.5,25,50,25,25,25,25,25,50,75,9.5,3.0,2.97,3.34,2.54,1.39,2.05,4.02,7.5,1.85,1.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,draw,draw
Sep 16 2017 - 2:00pm,Liverpool,Burnley,3.0,2.0,2.26,1.47,1,1,2,2,1,1,12,2,1,0,2,0,0,1,0,2,24,6,10,5,14,1,7,9,71,29,2.52,1.44,3.08,1.04,3.0,50,75,50,50,25,50,50,75,100,10.0,3.0,1.22,6.77,9.99,1.17,1.51,2.26,4.0,1.97,1.84,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,draw,draw
Sep 16 2017 - 2:00pm,Newcastle United,Stoke City,1.5,0.5,1.47,0.68,2,1,3,1,1,0,7,5,3,0,1,0,1,2,1,0,10,12,4,5,6,7,13,11,42,58,1.52,1.23,1.49,1.77,2.0,25,75,25,0,0,0,50,75,75,11.5,3.5,2.43,3.33,3.14,1.42,2.19,4.16,8.0,1.9,1.91,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,win,lose
Sep 16 2017 - 2:00pm,Watford,Manchester City,1.0,3.0,1.42,2.63,0,6,6,3,0,3,3,11,2,0,0,0,2,0,0,0,7,21,2,11,5,10,8,6,32,68,1.08,1.92,0.77,2.65,2.75,50,75,50,25,25,50,50,50,75,10.5,5.0,9.99,6.03,1.28,1.17,1.54,2.36,3.97,1.85,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,lose,win
Sep 16 2017 - 2:00pm,West Bromwich Albion,West Ham United,2.0,0.0,0.95,0.79,0,0,0,0,0,0,2,3,2,0,2,0,0,2,1,1,5,7,2,2,3,5,15,7,36,64,1.64,1.39,0.73,1.13,2.75,42,75,50,34,17,17,75,75,75,11.67,5.17,2.35,3.24,3.38,1.42,2.21,4.13,8.0,1.89,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Sep 16 2017 - 4:30pm,Tottenham Hotspur,Swansea City,0.5,2.0,2.26,0.63,0,0,0,0,0,0,11,1,1,0,3,0,0,1,0,3,23,5,9,0,14,5,11,9,74,26,2.02,0.73,2.74,0.46,1.75,50,75,25,0,0,0,50,50,75,12.5,3.0,1.23,6.63,9.99,1.14,1.47,2.17,3.75,2.15,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Sep 17 2017 - 12:30pm,Chelsea,Arsenal,1.5,0.0,1.95,0.84,0,0,0,0,0,0,5,1,2,1,3,0,0,3,0,3,8,8,5,3,3,5,11,15,50,50,1.88,1.31,1.39,1.17,3.0,25,75,50,50,25,75,75,50,75,13.0,6.5,1.84,3.82,4.44,1.18,1.65,2.63,4.6,1.57,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Sep 17 2017 - 3:00pm,Manchester United,Everton,3.0,0.5,2.47,0.79,4,0,4,1,1,0,4,1,1,0,1,0,0,1,0,1,13,6,8,4,5,2,15,14,49,51,2.04,0.96,2.04,1.01,2.5,25,100,25,25,0,25,75,50,75,12.0,4.5,1.32,5.43,9.99,1.28,1.86,3.19,6.0,2.25,1.65,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 23 2017 - 11:30am,West Ham United,Tottenham Hotspur,3.0,3.0,1.42,1.79,2,3,5,2,0,2,4,3,4,0,3,1,0,4,0,4,10,13,5,6,5,7,10,20,48,52,1.62,1.85,1.39,1.59,2.25,0,100,25,0,0,25,25,75,100,15.0,2.5,6.02,4.3,1.58,1.22,1.71,2.75,5.0,1.77,2.06,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,lose,win
Sep 23 2017 - 2:00pm,Burnley,Huddersfield Town,1.5,1.5,1.37,0.74,0,0,0,0,0,0,3,4,3,0,2,0,2,1,1,1,4,8,3,3,1,5,9,14,52,48,1.19,1.18,0.71,0.98,1.75,0,50,25,0,0,25,50,25,75,10.0,3.5,2.22,3.18,3.77,1.48,2.47,4.5,9.0,2.06,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Sep 23 2017 - 2:00pm,Everton,AFC Bournemouth,1.5,0.0,1.79,0.95,2,1,3,0,0,0,4,6,3,0,1,0,1,2,0,1,9,7,4,5,5,2,12,11,50,50,1.09,1.0,1.41,1.36,2.0,0,50,50,0,0,50,100,0,50,9.0,3.0,1.6,4.13,6.08,1.26,1.88,3.2,6.4,1.84,1.98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,win,lose
