player_id,current_team_id,포지션,주발,키(cm),몸무게(kg),경기 출전,출전 시간(분),볼 소유권 상실,실점,파울,득점,선방,페널티 상황,페널티 선방
118952,0,,,,,0,0,0,0,0,0,0,0,0
67510,0,,,,,26,893,3,14,11,0,0,0,0
132068,0,,,,,0,0,0,0,0,0,0,0,0
129831,0,,,,,0,0,0,0,0,0,0,0,0
37221,0,,,,,15,959,6,16,12,0,0,0,0
51574,0,,,,,0,0,0,0,0,0,0,0,0
115114,0,,,,,5,442,1,12,6,0,0,0,0
23824,0,,,,,0,0,0,0,0,0,0,0,0
109134,0,,,,,0,0,0,0,0,0,0,0,0
14580,0,,,,,17,621,9,11,16,1,0,0,0
70143,0,,,,,1,27,1,0,0,0,0,0,0
53991,0,,,,,7,145,7,2,2,0,0,0,0
76310,0,,,,,14,1079,12,11,19,2,0,0,0
128139,0,,,,,0,0,0,0,0,0,0,0,0
76353,0,,,,,37,3233,20,46,56,4,0,0,0
111116,0,,,,,0,0,0,0,0,0,0,0,0
134586,0,,,,,0,0,0,0,0,0,0,0,0
19911,0,,,,,18,1620,1,33,0,0,69,3,0
139648,0,,,,,36,3191,10,44,27,2,0,0,0
127659,0,,,,,0,0,0,0,0,0,0,0,0
108935,0,,,,,0,0,0,0,0,0,0,0,0
119427,0,,,,,0,0,0,0,0,0,0,0,0
107894,0,,,,,0,0,0,0,0,0,0,0,0
127827,0,,,,,0,0,0,0,0,0,0,0,0
24983,0,,,,,35,3084,11,39,22,1,0,0,0
134820,0,,,,,0,0,0,0,0,0,0,0,0
24373,0,,,,,0,0,0,0,0,0,0,0,0
117452,0,,,,,0,0,0,0,0,0,0,0,0
31936,0,,,,,33,2440,44,24,24,9,0,0,0
66576,0,,,,,0,0,0,0,0,0,0,0,0
20479,0,,,,,28,2336,33,48,39,0,0,0,0
25329,0,,,,,0,0,0,0,0,0,0,0,0
130234,0,,,,,0,0,0,0,0,0,0,0,0
136672,0,,,,,5,121,0,4,0,0,0,0,0
14450,0,,,,,12,488,8,9,7,1,0,0,0
16642,0,,,,,34,2891,21,49,48,0,0,0,0
6593,0,,,,,2,180,0,2,0,0,11,0,0
134796,0,,,,,0,0,0,0,0,0,0,0,0
50862,0,,,,,0,0,0,0,0,0,0,0,0
127721,0,,,,,0,0,0,0,0,0,0,0,0
14451,0,,,,,29,1026,17,17,31,3,0,0,0
16784,0,,,,,27,911,17,16,16,3,0,0,0
51569,0,,,,,0,0,0,0,0,0,0,0,0
70287,0,,,,,30,1118,21,21,27,5,0,0,0
66094,0,,,,,0,0,0,0,0,0,0,0,0
114566,0,,,,,26,889,17,4,9,4,0,0,0
147352,0,,,,,0,0,0,0,0,0,0,0,0
130665,0,,,,,0,0,0,0,0,0,0,0,0
112589,0,,,,,20,1569,5,17,13,2,0,0,0
42331,0,,,,,34,2829,20,45,44,5,0,0,0
144853,0,,,,,0,0,0,0,0,0,0,0,0
112948,0,,,,,9,527,15,3,6,2,0,0,0
15154,0,,,,,35,3123,4,75,21,0,0,0,0
14671,0,,,,,21,937,4,20,16,2,0,0,0
129833,0,,,,,7,160,1,5,3,0,0,0,0
119535,0,,,,,0,0,0,0,0,0,0,0,0
118579,0,,,,,16,849,17,20,2,1,0,0,0
33342,0,,,,,0,0,0,0,0,0,0,0,0
33128,0,,,,,5,240,2,3,2,0,0,0,0
5514,0,,,,,0,0,0,0,0,0,0,0,0
107819,0,,,,,0,0,0,0,0,0,0,0,0
117615,0,,,,,0,0,0,0,0,0,0,0,0
135120,0,,,,,0,0,0,0,0,0,0,0,0
66011,0,,,,,19,1122,2,26,16,1,0,0,0
23650,0,,,,,0,0,0,0,0,0,0,0,0
72453,0,,,,,0,0,0,0,0,0,0,0,0
112918,0,,,,,0,0,0,0,0,0,0,0,0
11224,0,,,,,4,225,0,6,0,0,8,1,0
127846,0,,,,,0,0,0,0,0,0,0,0,0
