date_GMT,home_team_name,away_team_name,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,home_goal_0_9,home_goal_10_19,home_goal_20_29,home_goal_30_39,home_goal_40_49,home_goal_50_59,home_goal_60_69,home_goal_70_79,home_goal_80_89,home_goal_90_99,home_goal_100_plus,away_goal_0_9,away_goal_10_19,away_goal_20_29,away_goal_30_39,away_goal_40_49,away_goal_50_59,away_goal_60_69,away_goal_70_79,away_goal_80_89,away_goal_90_99,away_goal_100_plus,home_result,away_result
Aug 18 2018 - 11:30am,Cardiff City,Newcastle United,0.0,0.0,1.05,1.05,0,0,0,0,0,0,5,5,2,0,2,1,0,2,2,1,8,8,2,7,6,1,14,16,51,49,0.0,0.0,1.03,1.22,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.01,3.11,2.66,1.48,2.45,4.8,10.0,2.0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Aug 18 2018 - 2:00pm,Everton,Southampton,0.0,0.0,1.79,0.84,2,1,3,2,2,0,2,5,0,0,5,0,0,0,4,1,11,11,8,5,3,6,8,20,58,42,0.0,0.0,1.69,1.33,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.07,3.36,4.02,1.33,2.05,3.65,7.7,1.91,1.77,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,win,lose
Aug 18 2018 - 2:00pm,Leicester City,Wolverhampton Wanderers,0.0,0.0,1.42,1.21,2,0,2,2,2,0,1,9,2,1,1,0,0,3,0,1,5,11,3,4,2,7,10,8,42,58,0.0,0.0,0.81,1.53,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.08,3.48,3.83,1.36,2.1,3.9,7.5,1.91,1.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 18 2018 - 2:00pm,Tottenham Hotspur,Fulham,0.0,0.0,2.0,0.26,3,1,4,1,1,0,5,2,0,0,0,0,0,0,0,0,22,9,12,4,10,5,9,5,59,41,0.0,0.0,2.75,1.04,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.28,6.05,9.99,1.13,1.43,2.1,3.3,1.83,1.83,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,win,lose
Aug 18 2018 - 2:00pm,West Ham United,AFC Bournemouth,0.0,0.0,1.63,0.84,1,2,3,1,1,0,6,4,6,0,2,0,1,5,1,1,9,9,6,6,3,3,14,10,61,39,0.0,0.0,1.39,1.31,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.24,3.52,3.35,1.23,1.71,2.8,5.5,1.62,2.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lose,win
Aug 18 2018 - 4:30pm,Chelsea,Arsenal,0.0,0.0,2.21,1.32,3,2,5,4,2,2,5,1,0,0,2,0,0,0,1,1,19,13,12,7,7,6,12,9,62,38,0.0,0.0,2.47,1.61,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.91,3.95,4.2,1.18,1.59,2.45,4.6,1.57,2.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,win,lose
Aug 19 2018 - 12:30pm,Burnley,Watford,0.0,0.0,1.21,1.21,1,3,4,2,1,1,5,2,1,0,2,0,0,1,1,1,7,7,4,7,3,0,8,19,58,42,0.0,0.0,1.09,1.25,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.4,3.08,3.46,1.49,2.5,4.9,10.5,2.1,1.65,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,lose,win
Aug 19 2018 - 12:30pm,Manchester City,Huddersfield Town,0.0,0.0,2.84,0.37,6,1,7,4,3,1,10,3,0,0,2,0,0,0,0,2,24,4,15,2,9,2,9,4,76,24,0.0,0.0,3.23,0.59,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.09,9.99,9.99,1.09,1.34,1.87,3.0,2.8,1.38,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,win,lose
Aug 19 2018 - 3:00pm,Brighton & Hove Albion,Manchester United,0.0,0.0,1.21,1.58,3,2,5,4,3,1,3,5,1,0,1,0,0,1,1,0,7,8,4,4,3,4,16,13,33,67,0.0,0.0,0.97,1.06,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.29,3.56,1.79,1.38,2.15,4.05,8.1,2.0,1.69,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,win,lose
Aug 20 2018 - 7:00pm,Crystal Palace,Liverpool,0.0,0.0,1.05,2.32,0,2,2,1,0,1,6,7,1,1,1,0,1,1,0,1,8,11,3,7,5,4,6,13,36,64,0.0,0.0,1.03,1.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.76,4.74,1.49,1.16,1.53,2.3,4.25,1.71,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lose,win
Aug 25 2018 - 11:30am,Wolverhampton Wanderers,Manchester City,1.0,3.0,1.79,2.32,1,1,2,0,0,0,5,9,1,0,2,0,1,0,1,1,9,13,3,7,6,6,13,8,28,72,1.41,1.91,0.96,1.84,3.0,50,100,50,50,0,50,100,50,100,12.0,2.0,9.99,6.28,1.27,1.16,1.53,2.35,4.6,1.95,1.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,draw,draw
Aug 25 2018 - 2:00pm,AFC Bournemouth,Everton,3.0,1.0,1.53,1.05,2,2,4,0,0,0,6,2,0,1,3,1,0,1,1,3,16,9,6,4,10,5,12,10,49,51,1.5,1.34,1.75,1.16,3.0,50,100,50,50,0,50,100,50,100,13.0,4.0,2.52,3.32,3.02,1.25,1.77,2.95,6.0,1.61,2.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,draw,draw
Aug 25 2018 - 2:00pm,Arsenal,West Ham United,0.0,0.0,2.37,1.11,3,1,4,2,1,1,7,2,1,0,3,0,0,1,1,2,13,11,11,6,2,5,16,13,61,39,1.11,0.75,2.01,1.44,3.0,0,100,50,50,0,50,100,50,100,6.0,4.0,1.51,4.59,6.65,1.12,1.42,2.05,3.7,1.62,2.15,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,win,lose
Aug 25 2018 - 2:00pm,Huddersfield Town,Cardiff City,0.0,0.0,0.47,0.74,0,0,0,0,0,0,7,7,0,1,1,0,0,1,0,1,4,11,2,5,2,6,8,10,58,42,0.9,0.89,0.76,1.47,2.5,0,100,50,0,0,50,100,0,100,6.0,3.0,2.25,3.21,3.66,1.53,2.65,5.3,10.5,2.2,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,draw,draw
Aug 25 2018 - 2:00pm,Southampton,Leicester City,1.0,0.0,1.21,1.32,1,2,3,0,0,0,10,3,2,1,1,0,1,2,0,1,10,9,6,6,4,3,13,11,51,49,1.29,1.46,1.54,1.23,1.5,50,50,50,0,0,0,50,50,50,13.0,1.0,2.44,3.21,3.25,1.42,2.25,4.35,8.3,1.95,1.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lose,win
Aug 25 2018 - 4:30pm,Liverpool,Brighton & Hove Albion,3.0,0.0,2.79,0.68,1,0,1,1,1,0,8,5,1,0,1,0,0,1,0,1,16,5,9,3,7,2,8,14,70,30,2.12,0.65,2.26,0.76,3.0,0,100,50,50,0,50,100,50,100,7.0,3.0,1.18,7.93,9.99,1.12,1.42,2.05,3.5,2.4,1.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Aug 26 2018 - 12:30pm,Watford,Crystal Palace,3.0,3.0,1.42,1.53,2,1,3,0,0,0,6,3,4,0,2,0,2,2,1,1,10,9,6,4,4,5,14,11,43,57,1.78,1.81,1.5,1.21,2.0,0,100,0,0,0,0,100,0,100,13.0,4.0,2.49,3.31,3.07,1.32,2.0,3.55,8.0,1.77,1.91,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,win,lose
Aug 26 2018 - 3:00pm,Fulham,Burnley,0.0,1.0,1.11,0.89,4,2,6,5,3,2,6,4,2,0,1,0,0,2,0,1,23,8,13,3,10,5,11,8,63,37,1.67,1.69,2.65,1.06,1.0,0,50,0,0,0,0,50,0,50,10.0,2.0,2.48,3.2,3.19,1.38,2.15,4.05,7.9,1.91,1.8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,win,lose
Aug 26 2018 - 3:00pm,Newcastle United,Chelsea,0.0,3.0,1.32,1.58,1,2,3,0,0,0,4,5,3,0,1,0,0,3,1,0,5,11,3,4,2,7,16,8,18,82,1.18,1.17,0.68,1.69,3.0,50,100,100,0,0,100,100,0,50,8.0,3.0,5.2,3.7,1.76,1.25,1.77,2.95,5.65,1.77,1.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,lose,win
Aug 27 2018 - 7:00pm,Manchester United,Tottenham Hotspur,3.0,3.0,1.89,1.74,0,3,3,0,0,0,5,2,2,0,3,0,1,1,2,1,18,8,6,6,12,2,11,16,57,43,1.25,1.58,2.01,1.11,3.0,100,100,100,0,0,50,100,50,50,7.0,4.0,2.19,3.45,3.53,1.27,1.83,3.15,6.6,1.61,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,lose,win
Sep 01 2018 - 11:30am,Leicester City,Liverpool,3.0,3.0,1.42,2.32,1,2,3,2,0,2,4,4,3,0,2,0,0,3,0,2,9,9,6,5,3,4,9,12,51,49,0.81,1.7,1.39,1.22,2.0,0,100,0,0,0,50,100,0,50,8.0,5.0,6.34,4.59,1.53,1.21,1.67,2.7,4.9,1.87,1.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,lose,win
Sep 01 2018 - 2:00pm,Brighton & Hove Albion,Fulham,3.0,0.0,1.21,0.26,2,2,4,1,0,1,7,1,3,0,3,0,1,2,0,3,13,9,6,6,7,3,12,14,41,59,0.97,1.04,1.69,1.22,4.5,100,100,100,100,50,50,100,50,100,5.0,1.0,2.19,3.35,3.63,1.28,1.87,3.2,6.2,1.71,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,draw,draw
Sep 01 2018 - 2:00pm,Chelsea,AFC Bournemouth,3.0,3.0,2.21,0.84,2,0,2,0,0,0,7,6,2,0,2,0,1,1,1,1,13,8,7,2,6,6,10,7,72,28,2.47,1.31,1.85,1.01,4.0,100,100,100,50,50,50,100,50,100,9.0,2.0,1.29,5.98,9.99,1.12,1.42,2.05,3.68,1.69,2.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 01 2018 - 2:00pm,Crystal Palace,Southampton,0.0,0.0,1.05,0.84,0,2,2,0,0,0,7,4,1,0,1,0,0,1,0,1,14,13,7,7,7,6,11,12,50,50,1.03,1.33,1.84,1.67,2.5,50,100,50,0,0,50,100,0,100,11.0,8.0,2.03,3.42,4.11,1.31,1.95,3.5,7.6,1.77,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,lose,win
Sep 01 2018 - 2:00pm,Everton,Huddersfield Town,3.0,0.0,1.79,0.37,1,1,2,2,1,1,4,3,3,0,3,0,0,3,1,2,10,8,2,7,8,1,13,14,57,43,1.69,0.59,1.06,1.33,5.0,100,100,100,50,50,100,100,50,100,5.0,2.0,1.5,4.34,7.53,1.35,2.1,3.8,6.9,2.1,1.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,draw,draw
Sep 01 2018 - 2:00pm,West Ham United,Wolverhampton Wanderers,0.0,0.0,1.63,1.21,0,1,1,0,0,0,4,4,2,0,1,0,1,1,0,1,9,14,4,7,5,7,10,11,47,53,1.39,1.53,1.3,1.75,2.5,50,100,50,0,0,50,100,50,50,15.0,7.0,2.54,3.35,2.96,1.33,2.0,3.6,5.75,1.77,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lose,win
Sep 01 2018 - 4:30pm,Manchester City,Newcastle United,3.0,1.0,2.84,1.05,2,1,3,2,1,1,4,0,0,0,0,0,0,0,0,0,18,4,9,3,9,1,5,13,78,22,3.23,1.22,2.34,0.62,3.5,50,50,50,50,50,50,50,50,50,15.0,4.0,1.12,9.99,9.99,1.08,1.31,1.8,3.1,2.15,1.61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,win,lose
Sep 02 2018 - 12:30pm,Cardiff City,Arsenal,1.0,0.0,1.05,1.32,2,3,5,2,1,1,3,9,3,0,4,0,0,3,1,3,14,16,4,12,10,4,12,14,27,73,1.03,1.61,1.49,2.35,2.5,50,50,50,50,50,50,50,0,50,6.0,4.0,5.54,4.07,1.66,1.22,1.69,2.75,5.4,1.77,1.95,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,lose,win
Sep 02 2018 - 3:00pm,Burnley,Manchester United,0.0,0.0,1.21,1.58,0,2,2,2,0,2,2,5,2,0,3,1,0,2,1,3,9,16,3,10,6,6,7,13,46,54,1.09,1.06,1.13,2.06,4.5,100,100,100,100,50,100,100,50,100,10.0,2.0,5.92,3.59,1.72,1.3,1.95,3.35,8.0,1.95,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,lose,win
Sep 02 2018 - 3:00pm,Watford,Tottenham Hotspur,3.0,3.0,1.42,1.74,2,1,3,0,0,0,3,10,2,0,1,0,0,2,0,1,7,10,4,3,3,7,9,8,34,66,1.64,1.34,1.13,1.45,2.75,50,100,75,0,0,25,50,50,75,10.5,5.5,5.2,4.08,1.69,1.19,1.62,2.55,5.15,1.65,2.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,win,lose
Sep 15 2018 - 11:30am,Tottenham Hotspur,Liverpool,3.0,3.0,2.0,2.32,1,2,3,1,0,1,5,4,0,0,0,0,0,0,0,0,9,16,4,11,5,5,17,16,60,40,2.75,1.46,1.03,1.9,3.25,75,100,75,50,0,25,100,50,100,10.5,1.5,3.2,3.6,2.3,1.19,1.62,2.55,4.5,1.5,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,lose,win
Sep 15 2018 - 2:00pm,AFC Bournemouth,Leicester City,2.0,1.5,1.53,1.32,4,2,6,3,3,0,4,6,3,0,3,1,1,2,2,2,8,13,6,9,2,4,13,15,46,54,1.63,1.35,1.16,1.85,3.0,75,100,75,25,0,0,50,75,100,10.5,2.5,2.4,3.45,3.1,1.28,1.87,3.2,5.7,1.67,2.1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,win,lose
Sep 15 2018 - 2:00pm,Chelsea,Cardiff City,3.0,0.5,2.21,0.74,4,1,5,3,2,1,5,4,0,0,0,0,0,0,0,0,16,7,8,3,8,4,8,10,76,24,2.16,1.18,1.86,0.91,2.25,25,75,25,25,25,25,50,25,75,11.5,2.0,1.16,9.0,21.75,1.13,1.43,2.1,4.3,2.25,1.57,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,win,lose
Sep 15 2018 - 2:00pm,Huddersfield Town,Crystal Palace,0.5,1.5,0.47,1.53,0,1,1,1,0,1,5,3,1,0,2,0,1,0,2,0,12,5,3,3,9,2,11,17,58,42,0.83,1.51,1.43,0.71,2.0,25,75,50,0,0,25,50,25,75,8.5,4.0,3.35,3.2,2.45,1.43,2.35,4.5,9.5,1.95,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lose,win
Sep 15 2018 - 2:00pm,Manchester City,Fulham,3.0,0.5,2.84,0.26,3,0,3,2,2,0,10,4,0,0,0,0,0,0,0,0,18,9,10,4,8,5,7,7,64,36,2.79,1.13,2.4,1.08,4.5,100,100,100,75,25,50,100,75,100,8.5,1.5,1.1,13.75,28.75,1.05,1.2,1.54,2.38,2.0,1.71,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 15 2018 - 2:00pm,Newcastle United,Arsenal,0.0,1.5,1.32,1.32,1,2,3,0,0,0,10,4,0,0,0,0,0,0,0,0,3,8,3,3,0,5,13,11,36,64,0.93,1.98,0.7,1.09,4.0,100,100,100,50,50,75,75,50,75,8.5,5.5,4.55,3.85,1.87,1.2,1.67,2.65,5.45,1.57,2.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,lose,win
Sep 15 2018 - 4:30pm,Watford,Manchester United,3.0,1.5,1.42,1.58,1,2,3,2,0,2,6,8,2,0,2,1,2,0,0,3,9,8,6,7,3,1,9,11,42,58,1.47,1.56,1.41,1.36,3.09,59,100,59,25,25,50,67,34,75,10.67,5.67,4.55,3.65,1.91,1.3,1.95,3.35,7.3,1.8,1.87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lose,win
Sep 16 2018 - 12:30pm,Wolverhampton Wanderers,Burnley,1.0,0.5,1.79,0.89,1,0,1,0,0,0,8,2,2,0,4,0,0,2,2,2,21,8,8,3,13,5,10,9,58,42,1.18,1.38,2.4,0.96,3.0,75,75,50,50,25,50,50,50,75,8.5,1.5,1.77,3.55,5.85,1.37,2.15,3.95,8.7,2.05,1.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 16 2018 - 3:00pm,Everton,West Ham United,2.0,0.0,1.79,1.11,1,3,4,3,1,2,4,2,2,0,5,0,1,1,1,4,11,7,5,5,6,2,15,12,55,45,1.38,1.1,1.51,1.14,3.25,75,100,75,50,0,100,100,50,75,6.0,4.0,2.0,3.6,4.15,1.25,1.8,3.0,6.6,1.69,2.05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,lose,win
Sep 17 2018 - 7:00pm,Southampton,Brighton & Hove Albion,0.5,0.0,1.21,0.68,2,2,4,1,1,0,1,4,2,0,3,0,0,2,0,3,12,10,6,5,6,5,10,13,51,49,1.42,0.71,1.51,1.26,1.5,25,50,25,0,0,0,50,25,50,12.5,3.0,2.05,3.3,4.2,1.43,2.35,4.45,9.0,1.95,1.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,draw,draw
Sep 22 2018 - 11:30am,Fulham,Watford,1.5,3.0,1.11,1.21,1,1,2,1,0,1,8,8,2,0,1,0,2,0,0,1,10,11,4,7,6,4,11,9,60,40,2.16,1.25,1.26,1.55,4.0,75,100,75,75,25,75,100,50,100,7.5,3.5,2.85,3.45,2.55,1.23,1.71,2.8,5.75,1.61,2.15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,draw,draw
Sep 22 2018 - 2:00pm,Burnley,AFC Bournemouth,0.0,1.5,1.21,0.84,4,0,4,2,2,0,3,8,2,0,0,0,1,1,0,0,9,11,6,6,3,5,17,6,37,63,1.11,1.16,1.24,1.6,2.75,50,100,50,25,0,50,75,75,75,8.5,3.5,3.05,3.3,2.45,1.3,1.95,3.35,6.0,1.69,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,win,lose
Sep 22 2018 - 2:00pm,Cardiff City,Manchester City,0.5,2.0,1.05,2.32,0,5,5,3,0,3,1,9,1,0,1,0,1,0,0,1,3,15,3,11,0,4,6,4,21,79,1.26,1.88,0.54,2.14,2.25,50,75,25,25,25,25,50,50,75,13.0,4.5,20.5,8.75,1.15,1.11,1.38,2.0,3.3,2.15,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,lose,win
